Prscrbr_NPI,Prscrbr_Type,Gnrc_Name,Tot_Clms,Tot_30day_Fills,Tot_Day_Suply,Tot_Drug_Cst,Tot_Benes,Drug_Category,Year,Brnd_Name
1346228889,Orthopedic Surgery,Oxycodone Hcl,17,17.0,181,276.64,11.0,Opioid,2018,
1346228889,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,19,19.0,162,225.35,17.0,Opioid,2018,
1346228889,Orthopedic Surgery,Tramadol Hcl,16,16.0,254,85.16,,Opioid,2018,
1346234119,Orthopedic Surgery,Carisoprodol,18,18.0,460,79.48,,Muscle Relaxant,2018,
1346234119,Orthopedic Surgery,Cyclobenzaprine Hcl,26,26.3,668,124.18,18.0,Muscle Relaxant,2018,
1346234119,Orthopedic Surgery,Gabapentin,17,23.0,655,82.04,,Gabapentinoid,2018,
1346234119,Orthopedic Surgery,Hydrocodone/Acetaminophen,195,195.0,3813,4199.36,56.0,Opioid,2018,
1346234119,Orthopedic Surgery,Hydromorphone Hcl,15,15.0,206,90.25,,Opioid,2018,
1346234119,Orthopedic Surgery,Ibuprofen,14,16.0,460,152.04,,NSAID,2018,
1346234119,Orthopedic Surgery,Meloxicam,100,117.0,3510,400.73,46.0,NSAID,2018,
1346234119,Orthopedic Surgery,Oxycodone Hcl,25,25.0,640,1308.25,,Opioid,2018,
1346234119,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,183,183.8,3619,7022.7,41.0,Opioid,2018,
1346234119,Orthopedic Surgery,Tizanidine Hcl,39,45.2,1142,519.02,11.0,Muscle Relaxant,2018,
1346234119,Orthopedic Surgery,Tramadol Hcl,97,97.7,1272,426.0,43.0,Opioid,2018,
1346234770,Orthopedic Surgery,Baclofen,11,13.0,367,213.72,,Muscle Relaxant,2018,
1346234770,Orthopedic Surgery,Cyclobenzaprine Hcl,15,15.0,450,67.94,11.0,Muscle Relaxant,2018,
1346234770,Orthopedic Surgery,Gabapentin,50,52.0,1560,413.9,30.0,Gabapentinoid,2018,
1346234770,Orthopedic Surgery,Hydrocodone/Acetaminophen,228,228.7,2853,1855.56,81.0,Opioid,2018,
1346234770,Orthopedic Surgery,Pregabalin,14,14.0,420,7250.01,,Gabapentinoid,2018,
1346234770,Orthopedic Surgery,Meloxicam,36,40.0,1200,154.33,21.0,NSAID,2018,
1346234770,Orthopedic Surgery,Methocarbamol,44,44.0,1221,541.47,33.0,Muscle Relaxant,2018,
1346234770,Orthopedic Surgery,Oxycodone Hcl,21,21.0,375,371.2,,Opioid,2018,
1346234770,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,164,164.0,1841,2116.62,58.0,Opioid,2018,
1346234770,Orthopedic Surgery,Tramadol Hcl,100,100.0,1466,434.93,54.0,Opioid,2018,
1346234796,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,48,48.0,572,1265.15,31.0,Opioid,2018,
1346234796,Orthopedic Surgery,Tizanidine Hcl,11,11.0,300,215.07,,Muscle Relaxant,2018,
1346234796,Orthopedic Surgery,Tramadol Hcl,20,20.0,302,154.96,17.0,Opioid,2018,
1346236163,Orthopedic Surgery,Acetaminophen With Codeine,31,31.0,228,240.61,,Opioid,2018,
1346236163,Orthopedic Surgery,Celecoxib,15,21.0,599,873.88,,NSAID,2018,
1346236163,Orthopedic Surgery,Diclofenac Sodium,65,92.0,2760,1078.51,27.0,NSAID,2018,
1346236163,Orthopedic Surgery,Gabapentin,38,54.0,1604,524.08,24.0,Gabapentinoid,2018,
1346236163,Orthopedic Surgery,Hydrocodone/Acetaminophen,59,59.0,560,689.01,41.0,Opioid,2018,
1346236163,Orthopedic Surgery,Tramadol Hcl,98,105.4,1884,632.34,36.0,Opioid,2018,
1346241817,Neurosurgery,Acetaminophen With Codeine,106,106.0,758,932.35,52.0,Opioid,2018,
1346241817,Neurosurgery,Gabapentin,55,59.0,1770,555.41,17.0,Gabapentinoid,2018,
1346241817,Neurosurgery,Hydrocodone/Acetaminophen,11,11.0,101,131.02,,Opioid,2018,
1346241817,Neurosurgery,Pregabalin,70,70.0,2070,27188.88,13.0,Gabapentinoid,2018,
1346241817,Neurosurgery,Methocarbamol,43,43.0,459,239.39,19.0,Muscle Relaxant,2018,
1346241817,Neurosurgery,Tizanidine Hcl,85,85.0,1073,683.22,43.0,Muscle Relaxant,2018,
1346241817,Neurosurgery,Tramadol Hcl,65,65.0,486,287.49,41.0,Opioid,2018,
1346245966,Neurosurgery,Cyclobenzaprine Hcl,18,18.0,200,52.77,,Muscle Relaxant,2018,
1346245966,Neurosurgery,Gabapentin,12,12.0,345,139.86,,Gabapentinoid,2018,
1346245966,Neurosurgery,Hydrocodone/Acetaminophen,75,75.3,728,903.03,55.0,Opioid,2018,
1346245966,Neurosurgery,Oxycodone Hcl/Acetaminophen,64,64.0,689,1121.72,57.0,Opioid,2018,
1346247293,Neurosurgery,Gabapentin,40,44.0,1320,510.51,18.0,Gabapentinoid,2018,
1346247293,Neurosurgery,Hydrocodone/Acetaminophen,36,36.0,592,856.17,25.0,Opioid,2018,
1346247293,Neurosurgery,Oxycodone Hcl,18,18.0,255,302.85,,Opioid,2018,
1346247293,Neurosurgery,Oxycodone Hcl/Acetaminophen,40,40.0,440,1269.95,30.0,Opioid,2018,
1346247293,Neurosurgery,Tramadol Hcl,11,15.0,320,78.41,,Opioid,2018,
1346250073,Neurosurgery,Celecoxib,13,13.0,390,1489.9,,NSAID,2018,
1346250073,Neurosurgery,Diclofenac Sodium,36,45.2,1355,718.87,14.0,NSAID,2018,
1346250073,Neurosurgery,Gabapentin,65,81.0,2397,878.35,22.0,Gabapentinoid,2018,
1346251469,Neurosurgery,Diclofenac Sodium,39,49.5,1485,488.4,28.0,NSAID,2018,
1346251469,Neurosurgery,Gabapentin,82,88.0,2550,1085.77,35.0,Gabapentinoid,2018,
1346251469,Neurosurgery,Hydrocodone/Acetaminophen,29,29.5,534,477.0,20.0,Opioid,2018,
1346253689,Neurosurgery,Cyclobenzaprine Hcl,12,12.0,220,54.71,,Muscle Relaxant,2018,
1346253689,Neurosurgery,Gabapentin,55,55.0,1650,1064.85,19.0,Gabapentinoid,2018,
1346253689,Neurosurgery,Hydrocodone/Acetaminophen,37,37.0,586,645.88,15.0,Opioid,2018,
1346253689,Neurosurgery,Pregabalin,17,17.2,497,11890.64,,Gabapentinoid,2018,
1346253689,Neurosurgery,Naproxen,39,39.1,1174,346.17,19.0,NSAID,2018,
1346253689,Neurosurgery,Oxycodone Hcl/Acetaminophen,50,50.0,804,1349.62,30.0,Opioid,2018,
1346253689,Neurosurgery,Tramadol Hcl,19,19.0,285,166.85,12.0,Opioid,2018,
1346263514,Neurosurgery,Cyclobenzaprine Hcl,13,13.0,185,82.17,,Muscle Relaxant,2018,
1346263514,Neurosurgery,Gabapentin,46,46.0,1380,452.04,20.0,Gabapentinoid,2018,
1346263514,Neurosurgery,Hydrocodone/Acetaminophen,67,67.0,1047,879.13,38.0,Opioid,2018,
1346263514,Neurosurgery,Oxycodone Hcl/Acetaminophen,36,36.0,672,750.19,20.0,Opioid,2018,
1346263514,Neurosurgery,Tizanidine Hcl,17,17.0,320,150.3,,Muscle Relaxant,2018,
1346263514,Neurosurgery,Tramadol Hcl,24,24.0,295,76.28,16.0,Opioid,2018,
1346270220,Orthopedic Surgery,Acetaminophen With Codeine,19,19.0,224,98.83,,Opioid,2018,
1346270220,Orthopedic Surgery,Cyclobenzaprine Hcl,21,21.0,270,108.95,13.0,Muscle Relaxant,2018,
1346270220,Orthopedic Surgery,Gabapentin,121,152.6,4549,1922.67,43.0,Gabapentinoid,2018,
1346270220,Orthopedic Surgery,Hydrocodone/Acetaminophen,20,20.0,189,197.89,14.0,Opioid,2018,
1346270220,Orthopedic Surgery,Meloxicam,71,99.0,2970,324.69,35.0,NSAID,2018,
1346270220,Orthopedic Surgery,Oxycodone Hcl,40,40.0,242,379.91,36.0,Opioid,2018,
1346270220,Orthopedic Surgery,Tramadol Hcl,15,15.0,150,77.79,13.0,Opioid,2018,
1346270832,Neurosurgery,Gabapentin,14,16.1,478,216.34,,Gabapentinoid,2018,
1346270832,Neurosurgery,Hydrocodone/Acetaminophen,40,40.0,498,885.17,27.0,Opioid,2018,
1346270832,Neurosurgery,Oxycodone Hcl,46,46.0,879,2732.3,,Opioid,2018,
1346270832,Neurosurgery,Oxycodone Hcl/Acetaminophen,120,120.0,1374,2783.58,85.0,Opioid,2018,
1346270832,Neurosurgery,Oxycodone Hcl,12,12.3,350,2698.57,,Opioid,2018,
1346276961,Neurosurgery,Carisoprodol,30,30.0,494,112.78,,Muscle Relaxant,2018,
1346276961,Neurosurgery,Gabapentin,48,48.0,1418,489.77,13.0,Gabapentinoid,2018,
1346276961,Neurosurgery,Hydrocodone/Acetaminophen,341,342.7,3147,6204.98,74.0,Opioid,2018,
1346276961,Neurosurgery,Methocarbamol,50,50.0,832,591.05,19.0,Muscle Relaxant,2018,
1346276961,Neurosurgery,Oxycodone Hcl,92,92.0,803,1848.9,15.0,Opioid,2018,
1346276961,Neurosurgery,Oxycodone Hcl/Acetaminophen,397,397.0,3307,9668.26,53.0,Opioid,2018,
1346276961,Neurosurgery,Tizanidine Hcl,62,62.0,1102,624.49,20.0,Muscle Relaxant,2018,
1346276961,Neurosurgery,Tramadol Hcl,35,35.0,290,346.2,,Opioid,2018,
1346281052,Neurosurgery,Oxycodone Hcl/Acetaminophen,12,12.0,85,200.31,12.0,Opioid,2018,
1346283348,Orthopedic Surgery,Acetaminophen With Codeine,25,25.0,452,417.92,18.0,Opioid,2018,
1346283348,Orthopedic Surgery,Hydrocodone/Acetaminophen,20,20.0,243,311.58,18.0,Opioid,2018,
1346283348,Orthopedic Surgery,Tramadol Hcl,42,42.0,720,270.22,22.0,Opioid,2018,
1346284155,Neurosurgery,Cyclobenzaprine Hcl,15,15.0,208,204.39,,Muscle Relaxant,2018,
1346284155,Neurosurgery,Gabapentin,30,34.5,1035,329.92,12.0,Gabapentinoid,2018,
1346284155,Neurosurgery,Hydrocodone/Acetaminophen,27,27.0,176,255.63,17.0,Opioid,2018,
1346284155,Neurosurgery,Methocarbamol,19,19.0,236,163.7,,Muscle Relaxant,2018,
1346284155,Neurosurgery,Oxycodone Hcl/Acetaminophen,19,19.0,138,347.73,13.0,Opioid,2018,
1346286929,Neurosurgery,Gabapentin,36,44.0,1295,496.71,,Gabapentinoid,2018,
1346286929,Neurosurgery,Hydromorphone Hcl,17,17.0,145,176.02,,Opioid,2018,
1346286929,Neurosurgery,Oxycodone Hcl,28,28.0,360,479.02,,Opioid,2018,
1346311552,Neurosurgery,Baclofen,16,16.0,465,668.3,,Muscle Relaxant,2018,
1346311552,Neurosurgery,Carisoprodol,44,44.0,805,238.01,,Muscle Relaxant,2018,
1346311552,Neurosurgery,Cyclobenzaprine Hcl,48,48.0,866,307.13,18.0,Muscle Relaxant,2018,
1346311552,Neurosurgery,Gabapentin,34,34.0,675,594.06,,Gabapentinoid,2018,
1346311552,Neurosurgery,Hydrocodone/Acetaminophen,379,379.0,6632,4900.72,44.0,Opioid,2018,
1346311552,Neurosurgery,Ketorolac Tromethamine,11,11.0,61,123.59,,NSAID,2018,
1346311552,Neurosurgery,Meloxicam,33,33.0,934,211.95,14.0,NSAID,2018,
1346311552,Neurosurgery,Methocarbamol,16,16.0,395,457.61,,Muscle Relaxant,2018,
1346311552,Neurosurgery,Oxycodone Hcl,23,23.0,332,235.61,,Opioid,2018,
1346311552,Neurosurgery,Oxycodone Hcl/Acetaminophen,156,156.0,2852,3524.7,20.0,Opioid,2018,
1346311552,Neurosurgery,Oxycodone Hcl,12,12.0,168,2339.54,,Opioid,2018,
1346311552,Neurosurgery,Tizanidine Hcl,33,33.0,654,223.93,,Muscle Relaxant,2018,
1346311552,Neurosurgery,Tramadol Hcl,33,33.0,789,174.14,,Opioid,2018,
1346325149,Orthopedic Surgery,Cyclobenzaprine Hcl,25,25.0,640,234.67,21.0,Muscle Relaxant,2018,
1346325149,Orthopedic Surgery,Gabapentin,229,274.5,8100,2661.6,82.0,Gabapentinoid,2018,
1346325149,Orthopedic Surgery,Hydrocodone/Acetaminophen,93,93.0,674,747.98,77.0,Opioid,2018,
1346325149,Orthopedic Surgery,Ibuprofen,12,12.0,360,112.87,,NSAID,2018,
1346325149,Orthopedic Surgery,Meloxicam,345,385.0,11535,1378.56,176.0,NSAID,2018,
1346325149,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,227,227.0,1171,2113.5,178.0,Opioid,2018,
1346325149,Orthopedic Surgery,Tizanidine Hcl,67,67.0,1895,1161.18,48.0,Muscle Relaxant,2018,
1346325149,Orthopedic Surgery,Tramadol Hcl,175,175.0,1787,864.79,117.0,Opioid,2018,
1346330214,Neurosurgery,Gabapentin,303,350.9,9823,6572.77,77.0,Gabapentinoid,2018,
1346330214,Neurosurgery,Oxycodone Hcl/Acetaminophen,13,13.0,83,100.3,13.0,Opioid,2018,
1346331386,Neurosurgery,Acetaminophen With Codeine,13,13.0,124,74.93,13.0,Opioid,2018,
1346331386,Neurosurgery,Cyclobenzaprine Hcl,20,20.0,371,160.35,16.0,Muscle Relaxant,2018,
1346331386,Neurosurgery,Diclofenac Sodium,14,14.0,289,247.93,13.0,NSAID,2018,
1346331386,Neurosurgery,Gabapentin,29,33.0,975,456.07,19.0,Gabapentinoid,2018,
1346331386,Neurosurgery,Pregabalin,36,41.5,1190,13291.57,20.0,Gabapentinoid,2018,
1346331386,Neurosurgery,Meloxicam,20,21.0,596,84.09,,NSAID,2018,
1346331386,Neurosurgery,Oxycodone Hcl/Acetaminophen,25,25.0,207,307.58,23.0,Opioid,2018,
1346331386,Neurosurgery,Tramadol Hcl,52,52.0,745,212.77,34.0,Opioid,2018,
1346351509,Orthopedic Surgery,Gabapentin,29,38.0,1140,469.04,17.0,Gabapentinoid,2018,
1346351509,Orthopedic Surgery,Oxycodone Hcl,14,14.0,256,252.37,13.0,Opioid,2018,
1346351509,Orthopedic Surgery,Tramadol Hcl,15,15.0,239,74.64,11.0,Opioid,2018,
1346359460,Orthopedic Surgery,Cyclobenzaprine Hcl,25,31.0,855,179.21,13.0,Muscle Relaxant,2018,
1346359460,Orthopedic Surgery,Diclofenac Sodium,33,33.0,473,1254.96,21.0,NSAID,2018,
1346359460,Orthopedic Surgery,Gabapentin,257,308.5,9151,2347.84,98.0,Gabapentinoid,2018,
1346359460,Orthopedic Surgery,Hydrocodone/Acetaminophen,14,14.0,147,113.13,13.0,Opioid,2018,
1346359460,Orthopedic Surgery,Meloxicam,73,95.0,2847,319.82,37.0,NSAID,2018,
1346359460,Orthopedic Surgery,Methocarbamol,19,19.0,546,105.3,,Muscle Relaxant,2018,
1346359460,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,14,14.0,132,250.93,12.0,Opioid,2018,
1346359460,Orthopedic Surgery,Tizanidine Hcl,30,39.0,1125,377.13,13.0,Muscle Relaxant,2018,
1346359460,Orthopedic Surgery,Tramadol Hcl,91,91.0,1106,364.8,45.0,Opioid,2018,
1346359460,Orthopedic Surgery,Tramadol Hcl,14,14.0,393,643.57,,Opioid,2018,
1346359460,Orthopedic Surgery,Diclofenac Sodium,11,11.0,143,603.15,,NSAID,2018,
1346365871,Neurosurgery,Cyclobenzaprine Hcl,16,16.5,455,246.73,14.0,Muscle Relaxant,2018,
1346365871,Neurosurgery,Hydrocodone/Acetaminophen,15,15.0,210,350.21,15.0,Opioid,2018,
1346365871,Neurosurgery,Oxycodone Hcl,30,30.0,359,457.25,27.0,Opioid,2018,
1346367190,Neurosurgery,Cyclobenzaprine Hcl,12,12.0,290,114.64,11.0,Muscle Relaxant,2018,
1346367190,Neurosurgery,Hydrocodone/Acetaminophen,28,28.0,372,467.96,21.0,Opioid,2018,
1346367190,Neurosurgery,Meloxicam,13,15.0,450,52.71,,NSAID,2018,
1346367190,Neurosurgery,Tizanidine Hcl,11,13.0,390,235.94,,Muscle Relaxant,2018,
1346367190,Neurosurgery,Tramadol Hcl,15,15.0,172,85.17,14.0,Opioid,2018,
1346367695,Orthopedic Surgery,Gabapentin,13,21.2,636,330.94,,Gabapentinoid,2018,
1346367695,Orthopedic Surgery,Oxycodone Hcl,16,16.0,133,119.85,,Opioid,2018,
1346368701,Neurosurgery,Baclofen,45,45.0,1093,806.93,35.0,Muscle Relaxant,2018,
1346368701,Neurosurgery,Cyclobenzaprine Hcl,23,23.0,680,236.36,18.0,Muscle Relaxant,2018,
1346368701,Neurosurgery,Hydrocodone/Acetaminophen,86,86.0,1333,2131.78,56.0,Opioid,2018,
1346368701,Neurosurgery,Meloxicam,49,49.0,1470,215.02,46.0,NSAID,2018,
1346368701,Neurosurgery,Oxycodone Hcl/Acetaminophen,27,27.0,418,1227.99,18.0,Opioid,2018,
1346368701,Neurosurgery,Tizanidine Hcl,25,25.0,735,381.29,20.0,Muscle Relaxant,2018,
1346400405,Neurosurgery,Hydrocodone/Acetaminophen,17,17.5,308,301.95,12.0,Opioid,2018,
1346413929,Neurosurgery,Hydrocodone/Acetaminophen,28,28.0,428,694.25,24.0,Opioid,2018,
1346413929,Neurosurgery,Oxycodone Hcl,17,17.0,418,442.13,15.0,Opioid,2018,
1346413929,Neurosurgery,Oxycodone Hcl/Acetaminophen,41,41.0,715,1734.83,35.0,Opioid,2018,
1346415411,Orthopedic Surgery,Diclofenac Potassium,73,89.0,2559,4845.24,31.0,NSAID,2018,
1346415411,Orthopedic Surgery,Gabapentin,144,178.5,5216,1474.85,40.0,Gabapentinoid,2018,
1346415411,Orthopedic Surgery,Hydrocodone/Acetaminophen,111,112.8,2460,3142.28,45.0,Opioid,2018,
1346415411,Orthopedic Surgery,Morphine Sulfate,12,12.0,345,850.11,,Opioid,2018,
1346415411,Orthopedic Surgery,Oxycodone Hcl,34,34.0,751,803.89,22.0,Opioid,2018,
1346415411,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,66,66.0,1759,1929.64,17.0,Opioid,2018,
1346415411,Orthopedic Surgery,Oxycodone Hcl,20,20.0,482,5718.25,,Opioid,2018,
1346415411,Orthopedic Surgery,Tizanidine Hcl,70,78.5,2092,5083.26,31.0,Muscle Relaxant,2018,
1346415411,Orthopedic Surgery,Tramadol Hcl,20,20.0,540,150.02,14.0,Opioid,2018,
1346415411,Orthopedic Surgery,Tramadol Hcl,12,12.0,360,873.06,,Opioid,2018,
1346421245,Neurosurgery,Cyclobenzaprine Hcl,26,26.0,336,251.87,24.0,Muscle Relaxant,2018,
1346421245,Neurosurgery,Gabapentin,11,12.8,382,108.64,,Gabapentinoid,2018,
1346421245,Neurosurgery,Oxycodone Hcl,20,20.0,235,232.33,18.0,Opioid,2018,
1346421245,Neurosurgery,Tramadol Hcl,16,16.0,201,62.08,15.0,Opioid,2018,
1346440344,Neurosurgery,Hydrocodone/Acetaminophen,23,23.0,188,331.05,22.0,Opioid,2018,
1346440344,Neurosurgery,Oxycodone Hcl/Acetaminophen,13,13.0,150,285.54,,Opioid,2018,
1346451648,Orthopedic Surgery,Cyclobenzaprine Hcl,23,23.0,361,155.83,19.0,Muscle Relaxant,2018,
1346451648,Orthopedic Surgery,Gabapentin,12,14.1,423,223.32,,Gabapentinoid,2018,
1346451648,Orthopedic Surgery,Hydrocodone/Acetaminophen,14,15.0,129,107.45,,Opioid,2018,
1346451648,Orthopedic Surgery,Ibuprofen,12,12.0,360,90.43,,NSAID,2018,
1346451648,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,25,25.0,129,342.36,16.0,Opioid,2018,
1346451648,Orthopedic Surgery,Tramadol Hcl,19,19.0,139,63.57,18.0,Opioid,2018,
1346451879,Orthopedic Surgery,Celecoxib,12,14.0,420,334.87,,NSAID,2018,
1346451879,Orthopedic Surgery,Gabapentin,23,23.0,552,206.69,15.0,Gabapentinoid,2018,
1346451879,Orthopedic Surgery,Meloxicam,11,11.0,330,22.18,,NSAID,2018,
1346451879,Orthopedic Surgery,Tramadol Hcl,17,17.0,167,94.71,,Opioid,2018,
1346464740,Orthopedic Surgery,Cyclobenzaprine Hcl,31,31.5,527,318.21,18.0,Muscle Relaxant,2018,
1346464740,Orthopedic Surgery,Gabapentin,30,35.0,889,501.43,16.0,Gabapentinoid,2018,
1346464740,Orthopedic Surgery,Hydrocodone/Acetaminophen,15,15.0,102,105.53,12.0,Opioid,2018,
1346464740,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,12,12.0,82,118.34,11.0,Opioid,2018,
1346464740,Orthopedic Surgery,Tramadol Hcl,13,13.3,224,32.29,,Opioid,2018,
1346470838,Orthopedic Surgery,Gabapentin,27,27.7,758,287.76,14.0,Gabapentinoid,2018,
1346470838,Orthopedic Surgery,Hydrocodone/Acetaminophen,160,160.4,1237,1673.48,62.0,Opioid,2018,
1346470838,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,116,116.0,848,1892.99,45.0,Opioid,2018,
1346470838,Orthopedic Surgery,Tramadol Hcl,32,32.0,313,114.67,22.0,Opioid,2018,
1346475951,Neurosurgery,Gabapentin,32,36.6,1042,619.92,19.0,Gabapentinoid,2018,
1346475951,Neurosurgery,Hydrocodone/Acetaminophen,21,21.0,173,212.38,17.0,Opioid,2018,
1346475951,Neurosurgery,Meloxicam,13,15.0,450,91.66,,NSAID,2018,
1346488038,Neurosurgery,Cyclobenzaprine Hcl,32,34.9,911,344.14,27.0,Muscle Relaxant,2018,
1346488038,Neurosurgery,Hydrocodone/Acetaminophen,41,41.0,627,891.55,35.0,Opioid,2018,
1346506052,Orthopedic Surgery,Hydrocodone/Acetaminophen,18,18.0,180,284.1,15.0,Opioid,2018,
1346506052,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,30,30.0,298,851.32,25.0,Opioid,2018,
1356303150,Orthopedic Surgery,Acetaminophen With Codeine,52,52.0,1497,751.2,37.0,Opioid,2018,
1356303150,Orthopedic Surgery,Carisoprodol,23,23.0,652,253.79,15.0,Muscle Relaxant,2018,
1356303150,Orthopedic Surgery,Diclofenac Sodium,18,18.0,370,947.73,,NSAID,2018,
1356303150,Orthopedic Surgery,Gabapentin,156,172.0,5150,2814.89,65.0,Gabapentinoid,2018,
1356303150,Orthopedic Surgery,Hydrocodone/Acetaminophen,286,286.0,8525,8696.85,65.0,Opioid,2018,
1356303150,Orthopedic Surgery,Ibuprofen,11,11.0,330,181.88,,NSAID,2018,
1356303150,Orthopedic Surgery,Pregabalin,67,68.0,2025,32584.54,36.0,Gabapentinoid,2018,
1356303150,Orthopedic Surgery,Meloxicam,81,97.3,2920,315.78,49.0,NSAID,2018,
1356303150,Orthopedic Surgery,Nabumetone,31,33.0,990,547.09,18.0,NSAID,2018,
1356303150,Orthopedic Surgery,Tramadol Hcl,132,137.5,3975,901.72,61.0,Opioid,2018,
1356305882,Neurosurgery,Hydrocodone/Acetaminophen,13,13.0,111,130.36,12.0,Opioid,2018,
1356306922,Orthopedic Surgery,Celecoxib,17,17.0,480,724.21,11.0,NSAID,2018,
1356306922,Orthopedic Surgery,Diclofenac Sodium,60,86.0,2524,1130.45,46.0,NSAID,2018,
1356306922,Orthopedic Surgery,Gabapentin,105,130.0,3880,1434.8,53.0,Gabapentinoid,2018,
1356306922,Orthopedic Surgery,Hydrocodone/Acetaminophen,184,184.5,4662,4264.06,84.0,Opioid,2018,
1356306922,Orthopedic Surgery,Ibuprofen,11,11.0,320,123.43,,NSAID,2018,
1356306922,Orthopedic Surgery,Pregabalin,32,32.0,960,16842.73,19.0,Gabapentinoid,2018,
1356306922,Orthopedic Surgery,Meloxicam,14,20.0,600,68.62,12.0,NSAID,2018,
1356306922,Orthopedic Surgery,Oxycodone Hcl,54,54.0,1132,872.72,27.0,Opioid,2018,
1356306922,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,15,15.0,384,529.0,,Opioid,2018,
1356306922,Orthopedic Surgery,Tizanidine Hcl,12,12.0,270,171.48,,Muscle Relaxant,2018,
1356306922,Orthopedic Surgery,Tramadol Hcl,88,89.3,1932,670.11,59.0,Opioid,2018,
1356308316,Orthopedic Surgery,Baclofen,35,35.0,710,332.52,25.0,Muscle Relaxant,2018,
1356308316,Orthopedic Surgery,Cyclobenzaprine Hcl,12,13.0,276,87.3,,Muscle Relaxant,2018,
1356308316,Orthopedic Surgery,Hydrocodone/Acetaminophen,59,59.0,505,952.87,41.0,Opioid,2018,
1356308316,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,20,20.0,180,522.32,14.0,Opioid,2018,
1356308316,Orthopedic Surgery,Tramadol Hcl,44,44.0,518,205.6,25.0,Opioid,2018,
1356316111,Orthopedic Surgery,Hydrocodone/Acetaminophen,11,11.0,113,120.26,,Opioid,2018,
1356316111,Orthopedic Surgery,Hydromorphone Hcl,13,13.0,79,65.67,,Opioid,2018,
1356316111,Orthopedic Surgery,Oxycodone Hcl,11,11.0,72,104.12,,Opioid,2018,
1356316111,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,111,111.0,823,1252.12,60.0,Opioid,2018,
1356318950,Neurosurgery,Cyclobenzaprine Hcl,14,14.0,295,76.59,,Muscle Relaxant,2018,
1356318950,Neurosurgery,Gabapentin,28,30.0,788,303.73,13.0,Gabapentinoid,2018,
1356318950,Neurosurgery,Pregabalin,19,27.7,702,10221.89,,Gabapentinoid,2018,
1356322630,Orthopedic Surgery,Gabapentin,26,26.0,250,249.98,19.0,Gabapentinoid,2018,
1356322630,Orthopedic Surgery,Hydrocodone/Acetaminophen,28,28.0,357,551.33,15.0,Opioid,2018,
1356322630,Orthopedic Surgery,Oxycodone Hcl,19,19.0,283,247.25,12.0,Opioid,2018,
1356322630,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,19,19.0,261,314.73,11.0,Opioid,2018,
1356324206,Neurosurgery,Gabapentin,82,100.0,2980,1278.98,27.0,Gabapentinoid,2018,
1356324206,Neurosurgery,Hydrocodone/Acetaminophen,51,51.0,353,441.67,28.0,Opioid,2018,
1356324206,Neurosurgery,Naproxen,24,26.0,780,239.71,20.0,NSAID,2018,
1356324206,Neurosurgery,Tizanidine Hcl,18,18.0,524,325.78,,Muscle Relaxant,2018,
1356334528,Neurosurgery,Gabapentin,35,37.2,1055,321.31,12.0,Gabapentinoid,2018,
1356334528,Neurosurgery,Hydrocodone/Acetaminophen,14,14.3,156,99.53,,Opioid,2018,
1356334528,Neurosurgery,Oxycodone Hcl,47,47.0,394,547.79,33.0,Opioid,2018,
1356334528,Neurosurgery,Tramadol Hcl,26,26.0,241,128.04,22.0,Opioid,2018,
1356338313,Orthopedic Surgery,Acetaminophen With Codeine,66,66.0,774,485.7,38.0,Opioid,2018,
1356338313,Orthopedic Surgery,Celecoxib,13,13.0,390,670.54,,NSAID,2018,
1356338313,Orthopedic Surgery,Cyclobenzaprine Hcl,38,40.0,1125,265.52,22.0,Muscle Relaxant,2018,
1356338313,Orthopedic Surgery,Diclofenac Sodium,49,51.5,1321,1698.01,26.0,NSAID,2018,
1356338313,Orthopedic Surgery,Gabapentin,71,81.5,2399,638.84,28.0,Gabapentinoid,2018,
1356338313,Orthopedic Surgery,Hydrocodone/Acetaminophen,88,88.0,1109,830.52,54.0,Opioid,2018,
1356338313,Orthopedic Surgery,Ibuprofen,17,17.0,510,125.26,,NSAID,2018,
1356338313,Orthopedic Surgery,Pregabalin,31,31.0,915,13250.61,,Gabapentinoid,2018,
1356338313,Orthopedic Surgery,Meloxicam,109,141.0,4230,490.07,44.0,NSAID,2018,
1356338313,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,158,158.0,1417,1989.27,111.0,Opioid,2018,
1356338313,Orthopedic Surgery,Tizanidine Hcl,44,46.0,1380,427.09,22.0,Muscle Relaxant,2018,
